Song,Singer,Lyrics,words_splited,list_bunda,list_rebolar,list_bumbum,list_cama,list_colchao,Total_words,count_bunda,count_rebolar,count_bumbum,count_colchão,count_cama,Total_sexual_words
Escreve Aí,Luan Santana,"te falo tanta coisa enquanto tento segurar a lágrima que insiste em cair  entro no meu carro abro o vidro e antes de ir embora eu te digo ""olha aqui ainda vou te esquecer escreve aí""  chego em casa e dou de cara com sua foto uma ducha e um vinho pra acalmar e eu penso ""vou partir pra outra logo"" mas quem é que eu tô tentando enganar? mas quem é que eu tô tentando enganar?  é só você fazer assim que eu volto é só você fazer assim que eu volto que eu volto  é que eu te amo e falo na sua cara se tirar você de mim não sobra nada o teu sorriso me desmonta inteiro até num simples estalar de dedos talvez você tenha deixado eu ir pra ter o gosto de me ver aqui fraco demais para continuar juntando forças pra poder falar  que eu volto é só você sorrir que eu volto é só fazer assim  que eu volto que eu volto que eu volto  chego em casa e dou de cara com sua foto uma ducha e um vinho pra acalmar e eu penso ""vou partir pra outra logo"" mas quem é que eu tô tentando enganar? mas quem é que eu tô tentando enganar?  é só você fazer assim que eu volto é só você fazer assim que eu volto que eu volto  é que eu te amo e falo na sua cara se tirar você de mim não sobra nada o teu sorriso me desmonta inteiro até num simples estalar de dedos talvez você tenha deixado eu ir pra ter o gosto de me ver aqui fraco demais para continuar juntando forças pra poder falar  que eu volto é só você sorrir que eu volto é só fazer assim que eu volto é só fazer assim  que eu volto que eu volto que eu volto","['te', 'falo', 'tanta', 'coisa', 'enquanto', 'tento', 'segurar', 'a', 'lágrima', 'que', 'insiste', 'em', 'cair', 'entro', 'no', 'meu', 'carro', 'abro', 'o', 'vidro', 'e', 'antes', 'de', 'ir', 'embora', 'eu', 'te', 'digo', 'olha', 'aqui', 'ainda', 'vou', 'te', 'esquecer', 'escreve', 'aí', 'chego', 'em', 'casa', 'e', 'dou', 'de', 'cara', 'com', 'sua', 'foto', 'uma', 'ducha', 'e', 'um', 'vinho', 'pra', 'acalmar', 'e', 'eu', 'penso', 'vou', 'partir', 'pra', 'outra', 'logo', 'mas', 'quem', 'é', 'que', 'eu', 'tô', 'tentando', 'enganar', 'mas', 'quem', 'é', 'que', 'eu', 'tô', 'tentando', 'enganar', 'é', 'só', 'você', 'fazer', 'assim', 'que', 'eu', 'volto', 'é', 'só', 'você', 'fazer', 'assim', 'que', 'eu', 'volto', 'que', 'eu', 'volto', 'é', 'que', 'eu', 'te', 'amo', 'e', 'falo', 'na', 'sua', 'cara', 'se', 'tirar', 'você', 'de', 'mim', 'não', 'sobra', 'nada', 'o', 'teu', 'sorriso', 'me', 'desmonta', 'inteiro', 'até', 'num', 'simples', 'estalar', 'de', 'dedos', 'talvez', 'você', 'tenha', 'deixado', 'eu', 'ir', 'pra', 'ter', 'o', 'gosto', 'de', 'me', 'ver', 'aqui', 'fraco', 'demais', 'para', 'continuar', 'juntando', 'forças', 'pra', 'poder', 'falar', 'que', 'eu', 'volto', 'é', 'só', 'você', 'sorrir', 'que', 'eu', 'volto', 'é', 'só', 'fazer', 'assim', 'que', 'eu', 'volto', 'que', 'eu', 'volto', 'que', 'eu', 'volto', 'chego', 'em', 'casa', 'e', 'dou', 'de', 'cara', 'com', 'sua', 'foto', 'uma', 'ducha', 'e', 'um', 'vinho', 'pra', 'acalmar', 'e', 'eu', 'penso', 'vou', 'partir', 'pra', 'outra', 'logo', 'mas', 'quem', 'é', 'que', 'eu', 'tô', 'tentando', 'enganar', 'mas', 'quem', 'é', 'que', 'eu', 'tô', 'tentando', 'enganar', 'é', 'só', 'você', 'fazer', 'assim', 'que', 'eu', 'volto', 'é', 'só', 'você', 'fazer', 'assim', 'que', 'eu', 'volto', 'que', 'eu', 'volto', 'é', 'que', 'eu', 'te', 'amo', 'e', 'falo', 'na', 'sua', 'cara', 'se', 'tirar', 'você', 'de', 'mim', 'não', 'sobra', 'nada', 'o', 'teu', 'sorriso', 'me', 'desmonta', 'inteiro', 'até', 'num', 'simples', 'estalar', 'de', 'dedos', 'talvez', 'você', 'tenha', 'deixado', 'eu', 'ir', 'pra', 'ter', 'o', 'gosto', 'de', 'me', 'ver', 'aqui', 'fraco', 'demais', 'para', 'continuar', 'juntando', 'forças', 'pra', 'poder', 'falar', 'que', 'eu', 'volto', 'é', 'só', 'você', 'sorrir', 'que', 'eu', 'volto', 'é', 'só', 'fazer', 'assim', 'que', 'eu', 'volto', 'é', 'só', 'fazer', 'assim', 'que', 'eu', 'volto', 'que', 'eu', 'volto', 'que', 'eu', 'volto']",[],[],[],[],[],1490,0,0,0,0,0,0
Sapequinha,Eduardo Costa,pensa num trem bom que trem gostoso hoje não tem choro nem migué se essa sapequinha cair na minha lagoa hoje eu sou jacaré pensa num trem doido que é gostoso hoje não tem choro nem migué se essa sapequinha cair na minha lagoa hoje eu sou jacaré  eu não dou mole não eu não dou mole não ela vai ver que o caipira tem pressão eu não dou mole não eu jogo ela nos meus braços grudo ela no peito e tá feito um regaço ô ô ô ô ô ô vamos brincar de besteirinha brincar de fazer amor  pensa num trem bom que trem gostoso hoje não tem choro nem migué se essa sapequinha cair na minha lagoa hoje eu sou jacaré eu não dou mole não eu não dou mole não ela vai ver que o eduardo tem pressão eu não dou mole não eu jogo ela nos meus braços grudo ela no peito e ta feito um regaço ô ô ô ô ô ô vamos brincar de besteirinha brincar de fazer amor mãos pra cima mexendo a cintura dança comigo dança comigo,"['pensa', 'num', 'trem', 'bom', 'que', 'trem', 'gostoso', 'hoje', 'não', 'tem', 'choro', 'nem', 'migué', 'se', 'essa', 'sapequinha', 'cair', 'na', 'minha', 'lagoa', 'hoje', 'eu', 'sou', 'jacaré', 'pensa', 'num', 'trem', 'doido', 'que', 'é', 'gostoso', 'hoje', 'não', 'tem', 'choro', 'nem', 'migué', 'se', 'essa', 'sapequinha', 'cair', 'na', 'minha', 'lagoa', 'hoje', 'eu', 'sou', 'jacaré', 'eu', 'não', 'dou', 'mole', 'não', 'eu', 'não', 'dou', 'mole', 'não', 'ela', 'vai', 'ver', 'que', 'o', 'caipira', 'tem', 'pressão', 'eu', 'não', 'dou', 'mole', 'não', 'eu', 'jogo', 'ela', 'nos', 'meus', 'braços', 'grudo', 'ela', 'no', 'peito', 'e', 'tá', 'feito', 'um', 'regaço', 'ô', 'ô', 'ô', 'ô', 'ô', 'ô', 'vamos', 'brincar', 'de', 'besteirinha', 'brincar', 'de', 'fazer', 'amor', 'pensa', 'num', 'trem', 'bom', 'que', 'trem', 'gostoso', 'hoje', 'não', 'tem', 'choro', 'nem', 'migué', 'se', 'essa', 'sapequinha', 'cair', 'na', 'minha', 'lagoa', 'hoje', 'eu', 'sou', 'jacaré', 'eu', 'não', 'dou', 'mole', 'não', 'eu', 'não', 'dou', 'mole', 'não', 'ela', 'vai', 'ver', 'que', 'o', 'eduardo', 'tem', 'pressão', 'eu', 'não', 'dou', 'mole', 'não', 'eu', 'jogo', 'ela', 'nos', 'meus', 'braços', 'grudo', 'ela', 'no', 'peito', 'e', 'ta', 'feito', 'um', 'regaço', 'ô', 'ô', 'ô', 'ô', 'ô', 'ô', 'vamos', 'brincar', 'de', 'besteirinha', 'brincar', 'de', 'fazer', 'amor', 'mãos', 'pra', 'cima', 'mexendo', 'a', 'cintura', 'dança', 'comigo', 'dança', 'comigo']",[],[],[],[],[],885,0,0,0,0,0,0
Seu Bombeiro,Munhoz e Mariano,eu sou seu bom seu bom seu bom seu bom bombeiro vou apagar esse seu fogo embaixo do chuveiro  eu sou seu bom seu bom seu bom seu bom bombeiro vou apagar esse seu fogo embaixo do chuveiro  você ligou 193 me chamou mais uma vez e disse é uma emergência meu amor que o beijo que eu te dei o amor que a gente fez marcou marcou  e pra apagar o seu calor de baixo do cobertor só eu só eu meu amor e seja lá onde for campo grande ou salvador e é só chamar que eu vou  eu sou seu bom seu bom seu bom seu bom bombeiro vou apagar esse seu fogo embaixo do chuveiro  eu sou seu bom seu bom seu bom seu bom bombeiro vou apagar esse seu fogo embaixo do chuveiro,"['eu', 'sou', 'seu', 'bom', 'seu', 'bom', 'seu', 'bom', 'seu', 'bom', 'bombeiro', 'vou', 'apagar', 'esse', 'seu', 'fogo', 'embaixo', 'do', 'chuveiro', 'eu', 'sou', 'seu', 'bom', 'seu', 'bom', 'seu', 'bom', 'seu', 'bom', 'bombeiro', 'vou', 'apagar', 'esse', 'seu', 'fogo', 'embaixo', 'do', 'chuveiro', 'você', 'ligou', '193', 'me', 'chamou', 'mais', 'uma', 'vez', 'e', 'disse', 'é', 'uma', 'emergência', 'meu', 'amor', 'que', 'o', 'beijo', 'que', 'eu', 'te', 'dei', 'o', 'amor', 'que', 'a', 'gente', 'fez', 'marcou', 'marcou', 'e', 'pra', 'apagar', 'o', 'seu', 'calor', 'de', 'baixo', 'do', 'cobertor', 'só', 'eu', 'só', 'eu', 'meu', 'amor', 'e', 'seja', 'lá', 'onde', 'for', 'campo', 'grande', 'ou', 'salvador', 'e', 'é', 'só', 'chamar', 'que', 'eu', 'vou', 'eu', 'sou', 'seu', 'bom', 'seu', 'bom', 'seu', 'bom', 'seu', 'bom', 'bombeiro', 'vou', 'apagar', 'esse', 'seu', 'fogo', 'embaixo', 'do', 'chuveiro', 'eu', 'sou', 'seu', 'bom', 'seu', 'bom', 'seu', 'bom', 'seu', 'bom', 'bombeiro', 'vou', 'apagar', 'esse', 'seu', 'fogo', 'embaixo', 'do', 'chuveiro']",[],[],[],[],[],647,0,0,0,0,0,0
Quando Deus Quer,Lucas Lucco,de chapinha na chuva ou de pijama feio amarelo toda descabelada mesmo assim eu te quero  com a velha calça jeans na tpm unha por fazer mesmo de mal de mim eu vou estar com você  oh oh oh quanta coisa passou você sabe não foi fácil né? mas quando deus quer oh oh oh e quando o povo falou eles não dão certo né mas quando deus quer sabe como é que é  sem maquiagem de manhãzinha quero amor mesmo gordinha depois dos filhos quero amor  eu te quero amor como deus fez e desenhou eu te quero amor como tinha que ser te quero amor como eu te quero,"['de', 'chapinha', 'na', 'chuva', 'ou', 'de', 'pijama', 'feio', 'amarelo', 'toda', 'descabelada', 'mesmo', 'assim', 'eu', 'te', 'quero', 'com', 'a', 'velha', 'calça', 'jeans', 'na', 'tpm', 'unha', 'por', 'fazer', 'mesmo', 'de', 'mal', 'de', 'mim', 'eu', 'vou', 'estar', 'com', 'você', 'oh', 'oh', 'oh', 'quanta', 'coisa', 'passou', 'você', 'sabe', 'não', 'foi', 'fácil', 'né', 'mas', 'quando', 'deus', 'quer', 'oh', 'oh', 'oh', 'e', 'quando', 'o', 'povo', 'falou', 'eles', 'não', 'dão', 'certo', 'né', 'mas', 'quando', 'deus', 'quer', 'sabe', 'como', 'é', 'que', 'é', 'sem', 'maquiagem', 'de', 'manhãzinha', 'quero', 'amor', 'mesmo', 'gordinha', 'depois', 'dos', 'filhos', 'quero', 'amor', 'eu', 'te', 'quero', 'amor', 'como', 'deus', 'fez', 'e', 'desenhou', 'eu', 'te', 'quero', 'amor', 'como', 'tinha', 'que', 'ser', 'te', 'quero', 'amor', 'como', 'eu', 'te', 'quero']",[],[],[],[],[],541,0,0,0,0,0,0
Barraqueira,Alexandre Pires,inventar desculpinha com ela não rola e se eu pedalar ela entra de sola a minha mina é periculosidade quando bola  ela leva a sério um relacionamento seu ciúme doentio não tem fundamento ela surta ela pira a qualquer momento  quando eu levo a minha mina pra badalação na frente dos outros ela me dá um beijão pra deixar bem claro ainda grita quem manda sou eu!  e se uma amiga vem pra me cumprimentar ela fecha a cara e eu começo a rezar grita piriguete fica louca pra brigar assim não dá  barraqueira só deus sabe o quanto eu te amo só deus sabe o quanto eu te quero só deus sabe o quanto eu te tolero  barraqueira só deus sabe o quanto eu te amo só deus sabe o quanto eu te quero só deus sabe o quanto eu te tolero  inventar desculpinha com ela não rola e se eu pedalar ela entra de sola a minha mina é periculosidade quando bola  ela leva a sério um relacionamento seu ciúme doentio não tem fundamento ela surta ela pira a qualquer momento  quando eu levo a minha mina pra badalação na frente dos outros ela me dá um beijão pra deixar bem claro ainda grita quem manda sou eu!  e se uma amiga vem pra me cumprimentar ela fecha a cara e eu começo a rezar grita piriguete fica louca pra brigar assim não dá   barraqueira só deus sabe o quanto eu te amo só deus sabe o quanto eu te quero só deus sabe o quanto eu te tolero  é osso! me ajuda aí ô! a deus eu peço!,"['inventar', 'desculpinha', 'com', 'ela', 'não', 'rola', 'e', 'se', 'eu', 'pedalar', 'ela', 'entra', 'de', 'sola', 'a', 'minha', 'mina', 'é', 'periculosidade', 'quando', 'bola', 'ela', 'leva', 'a', 'sério', 'um', 'relacionamento', 'seu', 'ciúme', 'doentio', 'não', 'tem', 'fundamento', 'ela', 'surta', 'ela', 'pira', 'a', 'qualquer', 'momento', 'quando', 'eu', 'levo', 'a', 'minha', 'mina', 'pra', 'badalação', 'na', 'frente', 'dos', 'outros', 'ela', 'me', 'dá', 'um', 'beijão', 'pra', 'deixar', 'bem', 'claro', 'ainda', 'grita', 'quem', 'manda', 'sou', 'eu', 'e', 'se', 'uma', 'amiga', 'vem', 'pra', 'me', 'cumprimentar', 'ela', 'fecha', 'a', 'cara', 'e', 'eu', 'começo', 'a', 'rezar', 'grita', 'piriguete', 'fica', 'louca', 'pra', 'brigar', 'assim', 'não', 'dá', 'barraqueira', 'só', 'deus', 'sabe', 'o', 'quanto', 'eu', 'te', 'amo', 'só', 'deus', 'sabe', 'o', 'quanto', 'eu', 'te', 'quero', 'só', 'deus', 'sabe', 'o', 'quanto', 'eu', 'te', 'tolero', 'barraqueira', 'só', 'deus', 'sabe', 'o', 'quanto', 'eu', 'te', 'amo', 'só', 'deus', 'sabe', 'o', 'quanto', 'eu', 'te', 'quero', 'só', 'deus', 'sabe', 'o', 'quanto', 'eu', 'te', 'tolero', 'inventar', 'desculpinha', 'com', 'ela', 'não', 'rola', 'e', 'se', 'eu', 'pedalar', 'ela', 'entra', 'de', 'sola', 'a', 'minha', 'mina', 'é', 'periculosidade', 'quando', 'bola', 'ela', 'leva', 'a', 'sério', 'um', 'relacionamento', 'seu', 'ciúme', 'doentio', 'não', 'tem', 'fundamento', 'ela', 'surta', 'ela', 'pira', 'a', 'qualquer', 'momento', 'quando', 'eu', 'levo', 'a', 'minha', 'mina', 'pra', 'badalação', 'na', 'frente', 'dos', 'outros', 'ela', 'me', 'dá', 'um', 'beijão', 'pra', 'deixar', 'bem', 'claro', 'ainda', 'grita', 'quem', 'manda', 'sou', 'eu', 'e', 'se', 'uma', 'amiga', 'vem', 'pra', 'me', 'cumprimentar', 'ela', 'fecha', 'a', 'cara', 'e', 'eu', 'começo', 'a', 'rezar', 'grita', 'piriguete', 'fica', 'louca', 'pra', 'brigar', 'assim', 'não', 'dá', 'barraqueira', 'só', 'deus', 'sabe', 'o', 'quanto', 'eu', 'te', 'amo', 'só', 'deus', 'sabe', 'o', 'quanto', 'eu', 'te', 'quero', 'só', 'deus', 'sabe', 'o', 'quanto', 'eu', 'te', 'tolero', 'é', 'osso', 'me', 'ajuda', 'aí', 'ô', 'a', 'deus', 'eu', 'peço']",[],[],[],[],[],1361,0,0,0,0,0,0
Deixa ele sofrer,Anitta,deixa ele chorar deixa ele chorar deixa ele sofrer deixa ele saber que eu tô curtindo pra valer deixa ele chorar deixa ele sofrer deixa ele saber  falei que pra mim ele não é rei tudo que eu podia falei não ia ficar assim se depender de mim ele vai enlouquecer  pode implorar meu prazer que eu não vou me arrepender eu não sou tão fácil assim já acabou pra mim  falou pra todo mundo que não me quer mais que amor e compromisso não te satisfaz agora feito bobo vem correr atrás sai me deixa em paz (sai me deixa em paz)  agora se prepara cê vai me encontrar à noite nas baladas em qualquer lugar com a pessoa certa pronto pra me amar pra me amar  deixa ele chorar deixa ele chorar deixa ele sofrer deixa ele saber que eu tô curtindo pra valer deixa ele chorar deixa ele sofrer deixa ele saber  falei que pra mim ele não é rei tudo que eu podia falei não ia ficar assim se depender de mim ele vai enlouquecer  pode implorar meu prazer que eu não vou me arrepender eu não sou tão fácil assim já acabou pra mim  então falou pra todo mundo que não me quer mais que amor e compromisso não te satisfaz agora feito bobo vem correr atrás sai me deixa em paz (sai me deixa em paz)  agora se prepara cê vai me encontrar à noite nas baladas em qualquer lugar com a pessoa certa pronto pra me amar pra me amar  deixa ele chorar deixa ele chorar deixa ele sofrer deixa ele saber que eu tô curtindo pra valer deixa ele chorar deixa ele sofrer deixa ele saber (deixa ele sofrer) deixa ele saber,"['deixa', 'ele', 'chorar', 'deixa', 'ele', 'chorar', 'deixa', 'ele', 'sofrer', 'deixa', 'ele', 'saber', 'que', 'eu', 'tô', 'curtindo', 'pra', 'valer', 'deixa', 'ele', 'chorar', 'deixa', 'ele', 'sofrer', 'deixa', 'ele', 'saber', 'falei', 'que', 'pra', 'mim', 'ele', 'não', 'é', 'rei', 'tudo', 'que', 'eu', 'podia', 'falei', 'não', 'ia', 'ficar', 'assim', 'se', 'depender', 'de', 'mim', 'ele', 'vai', 'enlouquecer', 'pode', 'implorar', 'meu', 'prazer', 'que', 'eu', 'não', 'vou', 'me', 'arrepender', 'eu', 'não', 'sou', 'tão', 'fácil', 'assim', 'já', 'acabou', 'pra', 'mim', 'falou', 'pra', 'todo', 'mundo', 'que', 'não', 'me', 'quer', 'mais', 'que', 'amor', 'e', 'compromisso', 'não', 'te', 'satisfaz', 'agora', 'feito', 'bobo', 'vem', 'correr', 'atrás', 'sai', 'me', 'deixa', 'em', 'paz', 'sai', 'me', 'deixa', 'em', 'paz', 'agora', 'se', 'prepara', 'cê', 'vai', 'me', 'encontrar', 'à', 'noite', 'nas', 'baladas', 'em', 'qualquer', 'lugar', 'com', 'a', 'pessoa', 'certa', 'pronto', 'pra', 'me', 'amar', 'pra', 'me', 'amar', 'deixa', 'ele', 'chorar', 'deixa', 'ele', 'chorar', 'deixa', 'ele', 'sofrer', 'deixa', 'ele', 'saber', 'que', 'eu', 'tô', 'curtindo', 'pra', 'valer', 'deixa', 'ele', 'chorar', 'deixa', 'ele', 'sofrer', 'deixa', 'ele', 'saber', 'falei', 'que', 'pra', 'mim', 'ele', 'não', 'é', 'rei', 'tudo', 'que', 'eu', 'podia', 'falei', 'não', 'ia', 'ficar', 'assim', 'se', 'depender', 'de', 'mim', 'ele', 'vai', 'enlouquecer', 'pode', 'implorar', 'meu', 'prazer', 'que', 'eu', 'não', 'vou', 'me', 'arrepender', 'eu', 'não', 'sou', 'tão', 'fácil', 'assim', 'já', 'acabou', 'pra', 'mim', 'então', 'falou', 'pra', 'todo', 'mundo', 'que', 'não', 'me', 'quer', 'mais', 'que', 'amor', 'e', 'compromisso', 'não', 'te', 'satisfaz', 'agora', 'feito', 'bobo', 'vem', 'correr', 'atrás', 'sai', 'me', 'deixa', 'em', 'paz', 'sai', 'me', 'deixa', 'em', 'paz', 'agora', 'se', 'prepara', 'cê', 'vai', 'me', 'encontrar', 'à', 'noite', 'nas', 'baladas', 'em', 'qualquer', 'lugar', 'com', 'a', 'pessoa', 'certa', 'pronto', 'pra', 'me', 'amar', 'pra', 'me', 'amar', 'deixa', 'ele', 'chorar', 'deixa', 'ele', 'chorar', 'deixa', 'ele', 'sofrer', 'deixa', 'ele', 'saber', 'que', 'eu', 'tô', 'curtindo', 'pra', 'valer', 'deixa', 'ele', 'chorar', 'deixa', 'ele', 'sofrer', 'deixa', 'ele', 'saber', 'deixa', 'ele', 'sofrer', 'deixa', 'ele', 'saber']",[],[],[],[],[],1478,0,0,0,0,0,0
Eu Ligo Pra Você,Zé Neto e Cristiano,desse jeito que eu ando eu não sei se aguento mais uma semana saudade é tanta  e no meio da noite o corpo reclama a falta de você a falta de você  tô jogado no canto tô bebendo de um jeito que eu não bebia saudade judia quando olho a última fotografia eu ligo pra você eu ligo pra você  tô gritando socorro meu único pedido aquele amor gostoso faz de novo comigo quero sentir seu cheiro ver o seu corpo suar então atende o celular,"['desse', 'jeito', 'que', 'eu', 'ando', 'eu', 'não', 'sei', 'se', 'aguento', 'mais', 'uma', 'semana', 'saudade', 'é', 'tanta', 'e', 'no', 'meio', 'da', 'noite', 'o', 'corpo', 'reclama', 'a', 'falta', 'de', 'você', 'a', 'falta', 'de', 'você', 'tô', 'jogado', 'no', 'canto', 'tô', 'bebendo', 'de', 'um', 'jeito', 'que', 'eu', 'não', 'bebia', 'saudade', 'judia', 'quando', 'olho', 'a', 'última', 'fotografia', 'eu', 'ligo', 'pra', 'você', 'eu', 'ligo', 'pra', 'você', 'tô', 'gritando', 'socorro', 'meu', 'único', 'pedido', 'aquele', 'amor', 'gostoso', 'faz', 'de', 'novo', 'comigo', 'quero', 'sentir', 'seu', 'cheiro', 'ver', 'o', 'seu', 'corpo', 'suar', 'então', 'atende', 'o', 'celular']",[],[],[],[],[],430,0,0,0,0,0,0
